sifra/broj_leta/datum_i_vreme_polaska/datum_i_vreme_dolaska/zauzetost
0001/aa00/2023-01-24 13:25:00/2023-01-24 14:09:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0002/aa00/2023-01-25 13:25:00/2023-01-25 14:09:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0003/aa00/2023-01-26 13:25:00/2023-01-26 14:09:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0004/aa01/2023-01-24 15:19:00/2023-01-24 16:25:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0005/aa01/2023-01-25 15:19:00/2023-01-25 16:25:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0006/aa01/2023-01-26 15:19:00/2023-01-26 16:25:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0007/aa02/2023-01-24 10:02:00/2023-01-24 15:55:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0008/aa02/2023-01-26 10:02:00/2023-01-26 15:55:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0009/aa02/2023-01-27 10:02:00/2023-01-27 15:55:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
0010/aa03/2023-01-25 20:12:00/2023-01-26 08:43:00/n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n;n,n,n,n,n,n,n,n
